station_id,minute,timestamp,type,value,unit,lat,lon,provenance
S01,-1440,2024-08-02T09:00:00+08:00,displacement,2.718,mm,30.137,102.19,simulated
S01,-1435,2024-08-02T09:05:00+08:00,displacement,3.418,mm,30.137,102.19,simulated
S01,-1430,2024-08-02T09:10:00+08:00,displacement,2.679,mm,30.137,102.19,simulated
S01,-1425,2024-08-02T09:15:00+08:00,displacement,3.204,mm,30.137,102.19,simulated
S01,-1420,2024-08-02T09:20:00+08:00,displacement,2.752,mm,30.137,102.19,simulated
S01,-1415,2024-08-02T09:25:00+08:00,displacement,2.789,mm,30.137,102.19,simulated
S01,-1410,2024-08-02T09:30:00+08:00,displacement,2.976,mm,30.137,102.19,simulated
S01,-1405,2024-08-02T09:35:00+08:00,displacement,3.027,mm,30.137,102.19,simulated
S01,-1400,2024-08-02T09:40:00+08:00,displacement,2.831,mm,30.137,102.19,simulated
S01,-1395,2024-08-02T09:45:00+08:00,displacement,3.248,mm,30.137,102.19,simulated
S01,-1390,2024-08-02T09:50:00+08:00,displacement,3.347,mm,30.137,102.19,simulated
S01,-1385,2024-08-02T09:55:00+08:00,displacement,3.939,mm,30.137,102.19,simulated
S01,-1380,2024-08-02T10:00:00+08:00,displacement,2.931,mm,30.137,102.19,simulated
S01,-1375,2024-08-02T10:05:00+08:00,displacement,3.397,mm,30.137,102.19,simulated
S01,-1370,2024-08-02T10:10:00+08:00,displacement,3.184,mm,30.137,102.19,simulated
S01,-1365,2024-08-02T10:15:00+08:00,displacement,2.391,mm,30.137,102.19,simulated
S01,-1360,2024-08-02T10:20:00+08:00,displacement,3.104,mm,30.137,102.19,simulated
S01,-1355,2024-08-02T10:25:00+08:00,displacement,2.93,mm,30.137,102.19,simulated
S01,-1350,2024-08-02T10:30:00+08:00,displacement,3.371,mm,30.137,102.19,simulated
S01,-1345,2024-08-02T10:35:00+08:00,displacement,2.832,mm,30.137,102.19,simulated
S01,-1340,2024-08-02T10:40:00+08:00,displacement,3.527,mm,30.137,102.19,simulated
S01,-1335,2024-08-02T10:45:00+08:00,displacement,4.069,mm,30.137,102.19,simulated
S01,-1330,2024-08-02T10:50:00+08:00,displacement,3.114,mm,30.137,102.19,simulated
S01,-1325,2024-08-02T10:55:00+08:00,displacement,3.299,mm,30.137,102.19,simulated
S01,-1320,2024-08-02T11:00:00+08:00,displacement,4.269,mm,30.137,102.19,simulated
S01,-1315,2024-08-02T11:05:00+08:00,displacement,3.713,mm,30.137,102.19,simulated
S01,-1310,2024-08-02T11:10:00+08:00,displacement,3.69,mm,30.137,102.19,simulated
S01,-1305,2024-08-02T11:15:00+08:00,displacement,2.748,mm,30.137,102.19,simulated
S01,-1300,2024-08-02T11:20:00+08:00,displacement,3.423,mm,30.137,102.19,simulated
S01,-1295,2024-08-02T11:25:00+08:00,displacement,3.423,mm,30.137,102.19,simulated
S01,-1290,2024-08-02T11:30:00+08:00,displacement,3.686,mm,30.137,102.19,simulated
S01,-1285,2024-08-02T11:35:00+08:00,displacement,3.778,mm,30.137,102.19,simulated
S01,-1280,2024-08-02T11:40:00+08:00,displacement,3.602,mm,30.137,102.19,simulated
S01,-1275,2024-08-02T11:45:00+08:00,displacement,3.971,mm,30.137,102.19,simulated
S01,-1270,2024-08-02T11:50:00+08:00,displacement,3.724,mm,30.137,102.19,simulated
S01,-1265,2024-08-02T11:55:00+08:00,displacement,3.716,mm,30.137,102.19,simulated
S01,-1260,2024-08-02T12:00:00+08:00,displacement,3.979,mm,30.137,102.19,simulated
S01,-1255,2024-08-02T12:05:00+08:00,displacement,4.046,mm,30.137,102.19,simulated
S01,-1250,2024-08-02T12:10:00+08:00,displacement,4.266,mm,30.137,102.19,simulated
S01,-1245,2024-08-02T12:15:00+08:00,displacement,4.435,mm,30.137,102.19,simulated
S01,-1240,2024-08-02T12:20:00+08:00,displacement,4.091,mm,30.137,102.19,simulated
S01,-1235,2024-08-02T12:25:00+08:00,displacement,4.189,mm,30.137,102.19,simulated
S01,-1230,2024-08-02T12:30:00+08:00,displacement,4.41,mm,30.137,102.19,simulated
S01,-1225,2024-08-02T12:35:00+08:00,displacement,4.374,mm,30.137,102.19,simulated
S01,-1220,2024-08-02T12:40:00+08:00,displacement,4.266,mm,30.137,102.19,simulated
S01,-1215,2024-08-02T12:45:00+08:00,displacement,4.132,mm,30.137,102.19,simulated
S01,-1210,2024-08-02T12:50:00+08:00,displacement,4.853,mm,30.137,102.19,simulated
S01,-1205,2024-08-02T12:55:00+08:00,displacement,4.773,mm,30.137,102.19,simulated
S01,-1200,2024-08-02T13:00:00+08:00,displacement,4.551,mm,30.137,102.19,simulated
S01,-1195,2024-08-02T13:05:00+08:00,displacement,4.93,mm,30.137,102.19,simulated
S01,-1190,2024-08-02T13:10:00+08:00,displacement,4.387,mm,30.137,102.19,simulated
S01,-1185,2024-08-02T13:15:00+08:00,displacement,3.906,mm,30.137,102.19,simulated
S01,-1180,2024-08-02T13:20:00+08:00,displacement,5.111,mm,30.137,102.19,simulated
S01,-1175,2024-08-02T13:25:00+08:00,displacement,4.662,mm,30.137,102.19,simulated
S01,-1170,2024-08-02T13:30:00+08:00,displacement,4.444,mm,30.137,102.19,simulated
S01,-1165,2024-08-02T13:35:00+08:00,displacement,4.837,mm,30.137,102.19,simulated
S01,-1160,2024-08-02T13:40:00+08:00,displacement,4.776,mm,30.137,102.19,simulated
S01,-1155,2024-08-02T13:45:00+08:00,displacement,4.53,mm,30.137,102.19,simulated
S01,-1150,2024-08-02T13:50:00+08:00,displacement,5.068,mm,30.137,102.19,simulated
S01,-1145,2024-08-02T13:55:00+08:00,displacement,4.931,mm,30.137,102.19,simulated
S01,-1140,2024-08-02T14:00:00+08:00,displacement,4.541,mm,30.137,102.19,simulated
S01,-1135,2024-08-02T14:05:00+08:00,displacement,4.644,mm,30.137,102.19,simulated
S01,-1130,2024-08-02T14:10:00+08:00,displacement,4.447,mm,30.137,102.19,simulated
S01,-1125,2024-08-02T14:15:00+08:00,displacement,4.927,mm,30.137,102.19,simulated
S01,-1120,2024-08-02T14:20:00+08:00,displacement,4.607,mm,30.137,102.19,simulated
S01,-1115,2024-08-02T14:25:00+08:00,displacement,4.956,mm,30.137,102.19,simulated
S01,-1110,2024-08-02T14:30:00+08:00,displacement,5.078,mm,30.137,102.19,simulated
S01,-1105,2024-08-02T14:35:00+08:00,displacement,4.732,mm,30.137,102.19,simulated
S01,-1100,2024-08-02T14:40:00+08:00,displacement,5.325,mm,30.137,102.19,simulated
S01,-1095,2024-08-02T14:45:00+08:00,displacement,5.167,mm,30.137,102.19,simulated
S01,-1090,2024-08-02T14:50:00+08:00,displacement,5.249,mm,30.137,102.19,simulated
S01,-1085,2024-08-02T14:55:00+08:00,displacement,4.547,mm,30.137,102.19,simulated
S01,-1080,2024-08-02T15:00:00+08:00,displacement,4.421,mm,30.137,102.19,simulated
S01,-1075,2024-08-02T15:05:00+08:00,displacement,4.991,mm,30.137,102.19,simulated
S01,-1070,2024-08-02T15:10:00+08:00,displacement,4.449,mm,30.137,102.19,simulated
S01,-1065,2024-08-02T15:15:00+08:00,displacement,5.587,mm,30.137,102.19,simulated
S01,-1060,2024-08-02T15:20:00+08:00,displacement,5.11,mm,30.137,102.19,simulated
S01,-1055,2024-08-02T15:25:00+08:00,displacement,4.57,mm,30.137,102.19,simulated
S01,-1050,2024-08-02T15:30:00+08:00,displacement,5.039,mm,30.137,102.19,simulated
S01,-1045,2024-08-02T15:35:00+08:00,displacement,4.709,mm,30.137,102.19,simulated
S01,-1040,2024-08-02T15:40:00+08:00,displacement,4.668,mm,30.137,102.19,simulated
S01,-1035,2024-08-02T15:45:00+08:00,displacement,4.598,mm,30.137,102.19,simulated
S01,-1030,2024-08-02T15:50:00+08:00,displacement,4.223,mm,30.137,102.19,simulated
S01,-1025,2024-08-02T15:55:00+08:00,displacement,4.027,mm,30.137,102.19,simulated
S01,-1020,2024-08-02T16:00:00+08:00,displacement,5.164,mm,30.137,102.19,simulated
S01,-1015,2024-08-02T16:05:00+08:00,displacement,4.833,mm,30.137,102.19,simulated
S01,-1010,2024-08-02T16:10:00+08:00,displacement,4.532,mm,30.137,102.19,simulated
S01,-1005,2024-08-02T16:15:00+08:00,displacement,5.069,mm,30.137,102.19,simulated
S01,-1000,2024-08-02T16:20:00+08:00,displacement,4.698,mm,30.137,102.19,simulated
S01,-995,2024-08-02T16:25:00+08:00,displacement,4.649,mm,30.137,102.19,simulated
S01,-990,2024-08-02T16:30:00+08:00,displacement,4.708,mm,30.137,102.19,simulated
S01,-985,2024-08-02T16:35:00+08:00,displacement,4.82,mm,30.137,102.19,simulated
S01,-980,2024-08-02T16:40:00+08:00,displacement,4.421,mm,30.137,102.19,simulated
S01,-975,2024-08-02T16:45:00+08:00,displacement,4.29,mm,30.137,102.19,simulated
S01,-970,2024-08-02T16:50:00+08:00,displacement,4.76,mm,30.137,102.19,simulated
S01,-965,2024-08-02T16:55:00+08:00,displacement,4.075,mm,30.137,102.19,simulated
S01,-960,2024-08-02T17:00:00+08:00,displacement,4.294,mm,30.137,102.19,simulated
S01,-955,2024-08-02T17:05:00+08:00,displacement,4.012,mm,30.137,102.19,simulated
S01,-950,2024-08-02T17:10:00+08:00,displacement,3.921,mm,30.137,102.19,simulated
S01,-945,2024-08-02T17:15:00+08:00,displacement,4.075,mm,30.137,102.19,simulated
S01,-940,2024-08-02T17:20:00+08:00,displacement,3.77,mm,30.137,102.19,simulated
S01,-935,2024-08-02T17:25:00+08:00,displacement,3.843,mm,30.137,102.19,simulated
S01,-930,2024-08-02T17:30:00+08:00,displacement,3.98,mm,30.137,102.19,simulated
S01,-925,2024-08-02T17:35:00+08:00,displacement,3.464,mm,30.137,102.19,simulated
S01,-920,2024-08-02T17:40:00+08:00,displacement,3.06,mm,30.137,102.19,simulated
S01,-915,2024-08-02T17:45:00+08:00,displacement,3.844,mm,30.137,102.19,simulated
S01,-910,2024-08-02T17:50:00+08:00,displacement,3.67,mm,30.137,102.19,simulated
S01,-905,2024-08-02T17:55:00+08:00,displacement,3.501,mm,30.137,102.19,simulated
S01,-900,2024-08-02T18:00:00+08:00,displacement,4.165,mm,30.137,102.19,simulated
S01,-895,2024-08-02T18:05:00+08:00,displacement,3.462,mm,30.137,102.19,simulated
S01,-890,2024-08-02T18:10:00+08:00,displacement,3.224,mm,30.137,102.19,simulated
S01,-885,2024-08-02T18:15:00+08:00,displacement,3.345,mm,30.137,102.19,simulated
S01,-880,2024-08-02T18:20:00+08:00,displacement,2.922,mm,30.137,102.19,simulated
S01,-875,2024-08-02T18:25:00+08:00,displacement,3.487,mm,30.137,102.19,simulated
S01,-870,2024-08-02T18:30:00+08:00,displacement,3.521,mm,30.137,102.19,simulated
S01,-865,2024-08-02T18:35:00+08:00,displacement,3.296,mm,30.137,102.19,simulated
S01,-860,2024-08-02T18:40:00+08:00,displacement,3.511,mm,30.137,102.19,simulated
S01,-855,2024-08-02T18:45:00+08:00,displacement,2.926,mm,30.137,102.19,simulated
S01,-850,2024-08-02T18:50:00+08:00,displacement,3.075,mm,30.137,102.19,simulated
S01,-845,2024-08-02T18:55:00+08:00,displacement,3.265,mm,30.137,102.19,simulated
S01,-840,2024-08-02T19:00:00+08:00,displacement,3.123,mm,30.137,102.19,simulated
S01,-835,2024-08-02T19:05:00+08:00,displacement,2.865,mm,30.137,102.19,simulated
S01,-830,2024-08-02T19:10:00+08:00,displacement,3.55,mm,30.137,102.19,simulated
S01,-825,2024-08-02T19:15:00+08:00,displacement,3.303,mm,30.137,102.19,simulated
S01,-820,2024-08-02T19:20:00+08:00,displacement,3.497,mm,30.137,102.19,simulated
S01,-815,2024-08-02T19:25:00+08:00,displacement,3.505,mm,30.137,102.19,simulated
S01,-810,2024-08-02T19:30:00+08:00,displacement,3.549,mm,30.137,102.19,simulated
S01,-805,2024-08-02T19:35:00+08:00,displacement,3.229,mm,30.137,102.19,simulated
S01,-800,2024-08-02T19:40:00+08:00,displacement,3.025,mm,30.137,102.19,simulated
S01,-795,2024-08-02T19:45:00+08:00,displacement,3.04,mm,30.137,102.19,simulated
S01,-790,2024-08-02T19:50:00+08:00,displacement,3.152,mm,30.137,102.19,simulated
S01,-785,2024-08-02T19:55:00+08:00,displacement,3.098,mm,30.137,102.19,simulated
S01,-780,2024-08-02T20:00:00+08:00,displacement,2.846,mm,30.137,102.19,simulated
S01,-775,2024-08-02T20:05:00+08:00,displacement,3.06,mm,30.137,102.19,simulated
S01,-770,2024-08-02T20:10:00+08:00,displacement,2.819,mm,30.137,102.19,simulated
S01,-765,2024-08-02T20:15:00+08:00,displacement,2.71,mm,30.137,102.19,simulated
S01,-760,2024-08-02T20:20:00+08:00,displacement,3.325,mm,30.137,102.19,simulated
S01,-755,2024-08-02T20:25:00+08:00,displacement,3.221,mm,30.137,102.19,simulated
S01,-750,2024-08-02T20:30:00+08:00,displacement,3.241,mm,30.137,102.19,simulated
S01,-745,2024-08-02T20:35:00+08:00,displacement,2.935,mm,30.137,102.19,simulated
S01,-740,2024-08-02T20:40:00+08:00,displacement,3.637,mm,30.137,102.19,simulated
S01,-735,2024-08-02T20:45:00+08:00,displacement,2.703,mm,30.137,102.19,simulated
S01,-730,2024-08-02T20:50:00+08:00,displacement,3.175,mm,30.137,102.19,simulated
S01,-725,2024-08-02T20:55:00+08:00,displacement,3.307,mm,30.137,102.19,simulated
