station_id,minute,timestamp,type,value,unit,lat,lon,provenance
S01,-1440,2024-08-02T09:00:00+08:00,soil_moisture,43.947,%,30.137,102.19,simulated
S01,-1435,2024-08-02T09:05:00+08:00,soil_moisture,44.242,%,30.137,102.19,simulated
S01,-1430,2024-08-02T09:10:00+08:00,soil_moisture,45.44,%,30.137,102.19,simulated
S01,-1425,2024-08-02T09:15:00+08:00,soil_moisture,45.226,%,30.137,102.19,simulated
S01,-1420,2024-08-02T09:20:00+08:00,soil_moisture,44.68,%,30.137,102.19,simulated
S01,-1415,2024-08-02T09:25:00+08:00,soil_moisture,43.864,%,30.137,102.19,simulated
S01,-1410,2024-08-02T09:30:00+08:00,soil_moisture,44.646,%,30.137,102.19,simulated
S01,-1405,2024-08-02T09:35:00+08:00,soil_moisture,46.014,%,30.137,102.19,simulated
S01,-1400,2024-08-02T09:40:00+08:00,soil_moisture,45.13,%,30.137,102.19,simulated
S01,-1395,2024-08-02T09:45:00+08:00,soil_moisture,45.219,%,30.137,102.19,simulated
S01,-1390,2024-08-02T09:50:00+08:00,soil_moisture,44.273,%,30.137,102.19,simulated
S01,-1385,2024-08-02T09:55:00+08:00,soil_moisture,45.785,%,30.137,102.19,simulated
S01,-1380,2024-08-02T10:00:00+08:00,soil_moisture,44.178,%,30.137,102.19,simulated
S01,-1375,2024-08-02T10:05:00+08:00,soil_moisture,45.492,%,30.137,102.19,simulated
S01,-1370,2024-08-02T10:10:00+08:00,soil_moisture,45.166,%,30.137,102.19,simulated
S01,-1365,2024-08-02T10:15:00+08:00,soil_moisture,44.035,%,30.137,102.19,simulated
S01,-1360,2024-08-02T10:20:00+08:00,soil_moisture,45.337,%,30.137,102.19,simulated
S01,-1355,2024-08-02T10:25:00+08:00,soil_moisture,45.76,%,30.137,102.19,simulated
S01,-1350,2024-08-02T10:30:00+08:00,soil_moisture,45.595,%,30.137,102.19,simulated
S01,-1345,2024-08-02T10:35:00+08:00,soil_moisture,45.403,%,30.137,102.19,simulated
S01,-1340,2024-08-02T10:40:00+08:00,soil_moisture,44.973,%,30.137,102.19,simulated
S01,-1335,2024-08-02T10:45:00+08:00,soil_moisture,44.811,%,30.137,102.19,simulated
S01,-1330,2024-08-02T10:50:00+08:00,soil_moisture,46.06,%,30.137,102.19,simulated
S01,-1325,2024-08-02T10:55:00+08:00,soil_moisture,44.888,%,30.137,102.19,simulated
S01,-1320,2024-08-02T11:00:00+08:00,soil_moisture,44.429,%,30.137,102.19,simulated
S01,-1315,2024-08-02T11:05:00+08:00,soil_moisture,45.03,%,30.137,102.19,simulated
S01,-1310,2024-08-02T11:10:00+08:00,soil_moisture,44.555,%,30.137,102.19,simulated
S01,-1305,2024-08-02T11:15:00+08:00,soil_moisture,44.802,%,30.137,102.19,simulated
S01,-1300,2024-08-02T11:20:00+08:00,soil_moisture,44.87,%,30.137,102.19,simulated
S01,-1295,2024-08-02T11:25:00+08:00,soil_moisture,45.27,%,30.137,102.19,simulated
S01,-1290,2024-08-02T11:30:00+08:00,soil_moisture,45.238,%,30.137,102.19,simulated
S01,-1285,2024-08-02T11:35:00+08:00,soil_moisture,45.107,%,30.137,102.19,simulated
S01,-1280,2024-08-02T11:40:00+08:00,soil_moisture,44.748,%,30.137,102.19,simulated
S01,-1275,2024-08-02T11:45:00+08:00,soil_moisture,45.015,%,30.137,102.19,simulated
S01,-1270,2024-08-02T11:50:00+08:00,soil_moisture,44.919,%,30.137,102.19,simulated
S01,-1265,2024-08-02T11:55:00+08:00,soil_moisture,44.446,%,30.137,102.19,simulated
S01,-1260,2024-08-02T12:00:00+08:00,soil_moisture,45.022,%,30.137,102.19,simulated
S01,-1255,2024-08-02T12:05:00+08:00,soil_moisture,44.013,%,30.137,102.19,simulated
S01,-1250,2024-08-02T12:10:00+08:00,soil_moisture,45.468,%,30.137,102.19,simulated
S01,-1245,2024-08-02T12:15:00+08:00,soil_moisture,44.704,%,30.137,102.19,simulated
S01,-1240,2024-08-02T12:20:00+08:00,soil_moisture,45.347,%,30.137,102.19,simulated
S01,-1235,2024-08-02T12:25:00+08:00,soil_moisture,45.632,%,30.137,102.19,simulated
S01,-1230,2024-08-02T12:30:00+08:00,soil_moisture,45.675,%,30.137,102.19,simulated
S01,-1225,2024-08-02T12:35:00+08:00,soil_moisture,45.085,%,30.137,102.19,simulated
S01,-1220,2024-08-02T12:40:00+08:00,soil_moisture,45.483,%,30.137,102.19,simulated
S01,-1215,2024-08-02T12:45:00+08:00,soil_moisture,46.064,%,30.137,102.19,simulated
S01,-1210,2024-08-02T12:50:00+08:00,soil_moisture,45.582,%,30.137,102.19,simulated
S01,-1205,2024-08-02T12:55:00+08:00,soil_moisture,44.5,%,30.137,102.19,simulated
